record_id,Key,ItemType,PublicationYear,Author,title,PublicationTitle,ISBN,ISSN,DOI,Url,abstract,Date,DateAdded,DateModified,AccessDate,Pages,NumPages,Issue,Volume,NumberOfVolumes,JournalAbbreviation,ShortTitle,Series,SeriesNumber,SeriesText,SeriesTitle,Publisher,Place,Language,Rights,Type,Archive,ArchiveLocation,LibraryCatalog,CallNumber,Extra,Notes,FileAttachments,LinkAttachments,ManualTags,AutomaticTags,Editor,SeriesEditor,Translator,Contributor,AttorneyAgent,BookAuthor,CastMember,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,ReviewedAuthor,Scriptwriter,WordsBy,Guest,Number,Edition,RunningTime,Scale,Medium,ArtworkSize,FilingDate,ApplicationNumber,Assignee,IssuingAuthority,Country,MeetingName,ConferenceName,Court,References,Reporter,LegalStatus,PriorityNumbers,ProgrammingLanguage,Version,System,Code,CodeNumber,Section,Session,Committee,History,LegislativeBody,Abstract_Miss,keep,included,asreview_ranking
20,KK5UFCGL,journalArticle,2022,"Fouladvand, Javanshir; Ghorbani, Amineh; Mouter, Niek; Herder, Paulien",Analysing Community-Based Initiatives for Heating and Cooling: A Systematic and Critical Review,Energy Research and Social Science,,22146296,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1982819&site=ehost-live,"Energy communities are decentralized socio-technical systems where energy is jointly generated and distributed among a community of households locally. As the energy that is shared among the community is commonly electricity, the energy community's literature is dominated by electricity-systems and mostly neglects collective thermal energy as an alternative energy carrier for heating and cooling. Our goal in this article is to organise the existing research on ""community-based initiatives for heating and cooling "" by using the Institutional Analysis and Development (IAD) framework, and based on this analysis, identify a future research agenda. Our analysis reveals that the number of publications in this area has been growing fast recently, focusing on technological challenges. Fewer papers take an institutional point of view, in which they cover policies, price reforms and values. The institutionally oriented papers focus on solar thermal energy and bio-based thermal energy. Other thermal technologies, such as geothermal wells, are largely neglected in the literature, but are known to have different institutional constraints. Informal rules and values are mainly researched from a consumer perspective. Since energy communities often consist of consumers and prosumers, additional research is warranted into this area. Evaluative criteria for such communities are limited to economic aspects and greenhouse gas emissions, while indicators such as soil pollution and spatial planning that may play an equally important role are neglected. We recommend studying thermal energy communities as distinctive entities with their own unique characteristics, and we develop a research agenda for this purpose.",2022-06,1/25/2023 12:31,1/25/2023 12:31,,,,,88.0,,Energy Research and Social Science,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Alternative Energy Sources Q42; Electric Utilities L94; Energy: Demand and Supply; Prices Q41; Climate; Global Warming Q54; Natural Disasters and Their Management; Air Pollution; Hazardous Waste; Noise; Recycling Q53; Solid Waste; Water Pollution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,94
22,U6VZ3CNU,journalArticle,1984,"Hausman, Jerry A.; Trimble, John",Appliance purchase and usage adaptation to a permanent time-of-day electricity rate schedule,Journal of Econometrics,,0304-4076,10.1016/0304-4076(84)90015-0,https://www.sciencedirect.com/science/article/pii/0304407684900150,"To date, about fifteen time-of-day (TOD) electricity pricing experiments or demonstrations have been conducted. Recent summaries of the results are contained in Aigner (1981), Hill et al. (1979) and Miedema and White (1980). Three of the experiments are still ongoing; the rest were of typically limited duration of one to three years. Since almost all electricity use takes place in conjunction with durable appliance use, a short-run experiment is unlikely to induce a significant change in household durable holdings. Thus, at best the experiments are valuable in estimation of the Marshallian short-run response where the capital stock is held fixed. In this paper we investigate the effects of a permanent TOD rate schedule. At the Central Vermont Public Service Corporation, optimal TOD rates have been offered since January 1976. We find a significant response of households to TOD rates through appliance purchases. We also find that these devices have a significant effect on both peak and off-peak usage shares and also total electricity consumption.",  9/1/1984,2023-03-03 09:18:00,2023-03-03 10:09:00,2023-02-27 12:25:55,115-139,,1,26.0,,Journal of Econometrics,,,,,,,,en,,,,,ScienceDirect,,,,,https://www.sciencedirect.com/science/article/abs/pii/0304407684900150,Consumer Economics--Expenditure Patterns and Consumption of Specific Items 9212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,95
183,WYVECNX3,journalArticle,2014,"Davis, Lucas W.",The Economic Cost of Global Fuel Subsidies,American Economic Review,,0002-8282,10.1257/aer.104.5.581,https://www.aeaweb.org/articles?id=10.1257/aer.104.5.581,"By 2015, global oil consumption will reach 90 million barrels per day. In part, this high level of consumption reflects the fact that many countries provide subsidies for gasoline and diesel. This paper examines global fuel subsidies using the latest available data from the World Bank, finding that road-sector subsidies for gasoline and diesel totaled $110 billion in 2012. Pricing fuels below cost is inefficient because it leads to overconsumption. Under baseline assumptions about supply and demand elasticities, the total annual deadweight loss worldwide is $44 billion. Incorporating external costs increases the economic costs substantially.",2014-05,2/21/2023 7:57,2/21/2023 7:58,2023-02-21 19:57:40,581-585,,5,104.0,,,,,,,,,,en,,,,,www.aeaweb.org,,,,C:\Users\bhem\Zotero\storage\D2HBTBRC\Davis - 2014 - The Economic Cost of Global Fuel Subsidies.pdf,,"Nonrenewable Resources and Conservation: Demand and Supply; Prices, Hydrocarbon Resources, Nonrenewable Resources and Conservation: Government Policy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,96
193,WQ26DMDY,journalArticle,2015,"Holladay, J. Scott; Price, Michael K.; Wanamaker, Marianne",The Perverse Impact of Calling for Energy Conservation,Journal of Economic Behavior and Organization,,1672681,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1484909&site=ehost-live,"In periods of high energy demand, utilities frequently issue ""emergency"" appeals for conservation over peak hours to reduce brownout risk. We estimate the impact of such appeals using high-frequency data on actual and forecasted electricity generation, pollutant emission measures, and real-time prices. Our results suggest a perverse impact; while there is no significant reduction in grid stress over superpeak hours, such calls lead to increased off-peak generation, CO2 emissions, and price volatility. We postulate that consumer attempts at load shifting lead to this result.",2015-02,1/25/2023 12:39,1/25/2023 3:31,,2018-01-01 00:00:00,,,110.0,,Journal of Economic Behavior and Organization,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Electric Utilities L94; Energy: Demand and Supply; Prices Q41; Climate; Global Warming Q54; Natural Disasters and Their Management; Air Pollution; Hazardous Waste; Noise; Recycling Q53; Solid Waste; Water Pollution; Energy: General Q40; Environmental Economics: General Q50; Energy Forecasting Q47; Microeconomic Policy: Formulation, Implementation, and Evaluation D04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,97
182,BR3XFTQB,journalArticle,2010,"Nambu, Tsuruhiko; Ohnishi, Takaaki",The Dynamics and Distribution of the Area Price in the Nord Pool,Journal of Economic Interaction and Coordination,,1860711X,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1158304&site=ehost-live,"The Nord Pool is often cited as a standard and successful electric power exchange. It was first created in Norway and developed into the power change system covering the Nordic countries. The Nord Pool provides a physical market where electricity producers and consumers/distributors meet by submitting bids for sale and purchase for 24 h time segment. If there does not exist a restraint of transmission capacity across the member countries, a single price--system price--is calculated by the intersection of the demand and supply curves, whereas if there exists congestion of transmission lines, area price instead of system price emerges. We are interested in analyzing how often and how far the two prices diverge and the probability distribution of the price ratio between system and area price. We found that the price ratio does not follow the normal distribution but the distribution is fat-tailed.",2010-12,1/25/2023 12:44,1/25/2023 12:44,,181-189,,2,5.0,,Journal of Economic Interaction and Coordination,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Electric Utilities L94; Energy: Demand and Supply; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,98
55,TYBMXIL2,journalArticle,2021,"Xiao, Jin; Li, Guohao; Xie, Ling; Wang, Shouyang; Yu, Lean",Decarbonizing China's Power Sector by 2030 with Consideration of Technological Progress and Cross-Regional Power Transmission,Energy Policy,,3014215,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1887166&site=ehost-live,"The power sector has tremendous technological potential for decarbonization, hence, the decarbonization of China's power sector is crucial to the successful implementation of national carbon emissions reduction plan. In this study, a decarbonization model with consideration of both technological progress and cross-regional power transmission for China's power sector is built to explore the potential and possible pathway of decarbonization under the constraint of optimal cost. The model is operated at different carbon prices in three economic growth scenarios. Our findings show that the power generation structure is undergoing a shift from coal power to hydropower, nuclear power, and wind power, and both the coal power generation and carbon emissions can peak by 2030. Carbon pricing can speed up this process and reduce the peak height. Additionally, an appropriate carbon price has a significant promoting effect on decarbonization in the power sector; we conclude that the optimal carbon price is 21 USD/t. Moreover, the higher the economic development level, the lower the final average cost of power generation mix and the more significant the carbon emissions reduction, which implies that it is more cost-effective to carry out decarbonization related policy in the power sector during the stage of rapid economic growth.",2021-03,1/25/2023 12:35,1/25/2023 12:35,,,,,150.0,,Energy Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Alternative Energy Sources Q42; Economic Development: Agriculture; Energy; Environment; Natural Resources; Other Primary Products O13; Climate; Global Warming Q54; Natural Disasters and Their Management; Environmental Economics: Technological Innovation Q55; Environment P28; Socialist Systems and Transitional Economies: Natural Resources; Environment and Development; Environment and Trade; Environmental Accounts and Accounting; Environmental Equity; Population Growth Q56; Sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,99
138,DXYEGC9P,journalArticle,2007,"Matilla-Garcia, Mariano",Nonlinear Dynamics in Energy Futures,Energy Journal,,1956574,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0922811&site=ehost-live,"This paper studies the possible nonlinear and chaotic nature of three energy futures: natural gas, unleaded gasoline and light crude oil. Nonlinearity is analyzed using the generalized BDS statistic, along with Kaplan's test. The results show that nonlinearity cannot be rejected. The null hypothesis of chaos is then investigated via the stability of the largest Lyapunov exponent. Evidence of chaos is found in futures returns. Global modelling techniques, like genetic algorithms, have been used in order to estimate potential motion equations. In addition, short term forecasts in futures price movements have been conducted with these estimated equations. The results show that although forecast errors are statistically smaller than those computed with other stochastic approaches, further research on these topics needs to be done.",2007,1/25/2023 12:38,1/25/2023 12:38,,2029-07-01 00:00:00,,3,28.0,,Energy Journal,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Energy: Demand and Supply; Prices Q41; Contingent Pricing; Futures Pricing; option pricing G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,100
36,2ZFDD3GJ,journalArticle,2007,"Reinelt, Peter S.; Keith, David W.",Carbon Capture Retrofits and the Cost of Regulatory Uncertainty,Energy Journal,,1956574,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0936614&site=ehost-live,"Power generation firms confront impending replacement of an aging coal-fired fleet in a business environment characterized by volatile natural gas prices and uncertain carbon regulation. We develop a stochastic dynamic programming model of firm investment decisions that minimizes the expected present value of future power generation costs under uncertain natural gas and carbon prices. We explore the implications of regulatory uncertainty on generation technology choice and the optimal timing of investment, and assess the implications of these choices for regulators. We find that interaction of regulatory uncertainty with irreversible investment always raises the social cost of carbon abatement. Further, the social cost of regulatory uncertainty is strongly dependent on the relative competitiveness of IGCC plants, for which the cost of later carbon capture retrofits is comparatively small, and on the firms ability to use investments in natural gas generation as a transitional strategy to manage carbon regulation uncertainty. Without highly competitive IGCC or low gas prices, regulatory uncertainty can increase the expected social cost of reducing emissions by 40 to 60%.",2007,1/25/2023 12:34,1/25/2023 12:34,,101-127,,4,28.0,,Energy Journal,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Electric Utilities L94; Industry Studies: Utilities and Transportation: Government Policy L98; Environmental Economics: Government Policy Q58; Diffusion Processes O33; Technological Change: Choices and Consequences; Economics of Regulation L51; Capacity G31; Capital Budgeting; Fixed Investment and Inventory Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,101
33,HI2SXPBF,journalArticle,2020,"Alabi, Oluwafisayo; Turner, Karen; Figus, Gioele; Katris, Antonios; Calvillo, Christian",Can Spending to Upgrade Electricity Networks to Support Electric Vehicles (EVs) Roll-Outs Unlock Value in the Wider Economy?,Energy Policy,,3014215,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1823818&site=ehost-live,"We investigate the question of whether spending to enable ambitious EV roll-out programmes can in fact generate net gains across the wider economy. We use a multi-sector computable general equilibrium (CGE) model for the UK economy and focus on the need to upgrade electricity networks to support an initial EV penetration scenario for the period to 2030. We find that large scale spending and cost recovery for network upgrades is likely to result in net negative impacts on key macroeconomic indicators, including real income available for spending across all UK households. This is due to a combination of time-limited network upgrade activity in the presence of capacity constraints combined with the need for costs to be passed on to electricity consumers through higher bills. But the lowest income households--the group of greatest concern to policymakers--suffer the smallest losses. Moreover, the EV uptake delivers sufficient gains that deliver net positive impacts on all household incomes, with sustained expansion in GDP and employment across the economy. The key driver is a greater reliance on UK supply chains with the shift away from more import-intensive petrol and diesel fuelled vehicles towards electric ones.",2020-03,1/25/2023 12:35,1/25/2023 12:35,,,,,138.0,,Energy Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Alternative Energy Sources Q42; Electric Utilities L94; Computable and Other Applied General Equilibrium Models D58; Automobiles; Other Transportation Equipment; Related Parts and Equipment L62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,102
202,F8TKMN3U,journalArticle,2011,"Miskinis, Vaclovas; Norvaisa, Egidijus; Galinis, Arvydas; Konstantinaviciute, Inga",Trends of Distributed Generation Development in Lithuania,Energy Policy,,3014215,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1248742&site=ehost-live,"The closure of Ignalina Nuclear Power Plant, impact of recent global recession of the economy, as well as changes and problems posed by the global climate change require significant alterations in the Lithuanian energy sector development. This paper describes the current status and specific features of the Lithuanian power system, and in particular discusses the role of the distributed generators. The country's energy policy during last two decades was focused on substantial modernisation of the energy systems, their reorganisation and creation of appropriate institutional structure and necessary legal basis. The most important factors stimulating development of distributed generation in Lithuania are the following: international obligations to increase contribution of power plants using renewable energy sources into electricity production balance; development of small (with capacity less than 50 MW) cogeneration power plants; implementation of energy policy directed to promotion of renewable energy sources and cogeneration. Analysis of the legal and economic environment, as well as principles of regulation of distributed generation and barriers to its development is presented.",2011-08,1/25/2023 12:44,1/25/2023 12:44,,4656-4663,,8,39.0,,Energy Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Alternative Energy Sources Q42; Electric Utilities L94; Energy: Government Policy Q48; Industry Studies: Utilities and Transportation: Government Policy L98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,103
101,PXPBQMD5,journalArticle,2021,"Chen, Shuo; Li, Yiran; Shi, Guang; Zhu, Zhitao",Gone with the Wind? Emissions of Neighboring Coal-Fired Power Plants and Local Public Health in China,China Economic Review,,1043951X,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1923818&site=ehost-live,"Based on a nationwide representative county-level dataset from China, this article empirically examines the spillover effects of air pollution from neighboring coal-fired power plants on local mortality rates due to cardiovascular and respiratory diseases. We combine data on power plants' industrial output with information on wind direction and speed to proxy for air pollution, and find that air pollution from neighboring power plants indeed has significant negative effects on local public health. The resulting treatment costs are also enormous. Our findings shed light on the necessity of intergovernmental cooperation in environmental governance.",2021-10,1/25/2023 12:32,1/25/2023 12:32,,,,,69.0,,China Economic Review,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Economic Development: Agriculture; Electric Utilities L94; Energy; Environment; Natural Resources; Other Primary Products O13; Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure O18; Health Behavior I12; Education and Training: Welfare, Income, Wealth, and Poverty P36; Environment P28; Health; Socialist Institutions and Their Transitions: Consumer Economics; Socialist Systems and Transitional Economies: Natural Resources; Valuation of Environmental Effects Q51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,104
143,L63FRV4F,journalArticle,2018,"Moller Sneum, Daniel; Sandberg, Eli; Koduvere, Hardi; Olsen, Ole Jess; Blumberga, Dagnija",Policy Incentives for Flexible District Heating in the Baltic Countries,Utilities Policy,,9571787,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1699349&site=ehost-live,"This study analyzes the impacts of taxes, subsidies, and electricity transmission and distribution tariffs and heat storage on the operation and economic feasibility of district heating plants with different flexibility potentials in the Baltic countries. Under 2016 conditions, the lowest levelized cost of heat is achieved by a combination of wood chip boilers, electric boilers, and heat storage. Heat storage enables a higher utilization of least-cost technologies, resulting in greater cost efficiency for all considered scenarios. Current taxes and subsidies are found to have limited impact on the operation of combined heat and power plants and electric boilers.",2018-04,1/25/2023 12:35,1/25/2023 12:35,,61-72,,,51.0,,Utilities Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Electric Utilities L94; Energy: Demand and Supply; Energy: Government Policy Q48; Prices Q41; Industry Studies: Utilities and Transportation: Government Policy L98; Environmental Taxes and Subsidies H23; Redistributive Effects; Taxation and Subsidies: Externalities; Business Taxes and Subsidies including sales and value-added (VAT) H25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,105
99,Z9MQQG9R,journalArticle,2019,"Calvin, Katherine; Patel, Pralit; Clarke, Leon; Asrar, Ghassem; Bond-Lamberty, Ben; Cui, Ryna Yiyun; Di Vittorio, Alan; Dorheim, Kalyn; Edmonds, Jae; Hartin, Corinne; Hejazi, Mohamad; Horowitz, Russell; Iyer, Gokul; Kyle, Page; Kim, Sonny; Link, Robert; McJeon, Haewon; Smith, Steven J.; Snyder, Abigail; Waldhoff, Stephanie; Wise, Marshall","GCAM v5.1: representing the linkages between energy, water, land, climate, and economic systems",Geoscientific Model Development,,1991-959X,10.5194/gmd-12-677-2019,https://gmd.copernicus.org/articles/12/677/2019/,"This paper describes GCAM v5.1, an open source model that represents the linkages between energy, water, land, climate, and economic systems. GCAM is a market equilibrium model, is global in scope, and operates from 1990 to 2100 in 5-year time steps. It can be used to examine, for example, how changes in population, income, or technology cost might alter crop production, energy demand, or water withdrawals, or how changes in one region's demand for energy affect energy, water, and land in other regions. This paper describes the model, including its assumptions, inputs, and outputs. We then use 11 scenarios, varying the socioeconomic and climate policy assumptions, to illustrate the results from the model. The resulting scenarios demonstrate a wide range of potential future energy, water, and land uses. We compare the results from GCAM v5.1 to historical data and to future scenario simulations from earlier versions of GCAM and from other models. Finally, we provide information on how to obtain the model.", 2/15/2019,2/23/2023 8:30,2/23/2023 8:41,2023-02-14 11:47:52,677-698,,2,12.0,,,GCAM v5.1,,,,,,,English,,,,,Copernicus Online Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,106
116,5B832NEW,journalArticle,2019,"Castro, Miguel",Is a Wetter Grid a Greener Grid? Estimating Emissions Offsets for Wind and Solar Power in the Presence of Large Hydroelectric Capacity,Energy Journal,,1956574,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1757839&site=ehost-live,"I use random fluctuations in hourly wind and solar generation in California to estimate how much they reduce emissions of carbon dioxide, sulfur dioxide, and nitrogen oxides. These offsets depend on the direct displacement of high-cost natural gas generators, and on the hydropower reallocation that occurs to the hours with the lowest increase in renewable generation. Solar power daily intermittency shifts hydro from the afternoon to the evening, which increases its emissions offsets since the gas generators displaced in the evening are dirtier than those kept running in the afternoon. In contrast, wind offsets are less sensitive to hydropower reallocation, since it leads to a substitution of generators with similar emissions intensities. These findings highlight the importance of accounting for interactions between wind, solar, and hydro capacity in assessing their environmental benefits. Similar lessons will apply to electric grids with storage capacity.",2019-01,1/25/2023 12:33,1/25/2023 12:33,,213-246,,1,40.0,,Energy Journal,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Alternative Energy Sources Q42; Electric Utilities L94; Climate; Global Warming Q54; Natural Disasters and Their Management; Dynamic Analysis C61; Optimization Techniques; Programming Models,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,107
159,AW6GNMLK,journalArticle,2012,"Mezher, Toufic; Dawelbait, Gihan; Abbas, Zeina",Renewable Energy Policy Options for Abu Dhabi: Drivers and Barriers,Energy Policy,,3014215,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1281913&site=ehost-live,"Climate change and fossil fuel depletion are the main drivers for the recent focus on renewable energy (RE) resources. However, since the high cost of RE technologies is the main obstacle facing the diffusion of RE power generation, economic, and political intervention is inevitable. In the United Arab Emirates (UAE), population and economic growth are the main causes of a sharp increase of energy demand. Two key related factors highlight the need to establish a RE sector: first the UAE has one of the highest carbon footprint in the world and second, the rate of depletion of its main energy generation resource--fossil fuel. In this study, we present a review of overall policies in sixty-one countries, focusing on their efforts to adopt RE resources in the power sector, and on their implementation of fundamental policies implemented. Furthermore, we investigate the applicability to Abu Dhabi UAE of the main RE policies implemented worldwide. As a result of our analysis, we recommend the implementation of a mixed policy of feed-in-tariff (FIT) and the quota system for RE electricity generation in order for the UAE to meet its 7% target by 2020.",2012-03,1/25/2023 12:43,1/25/2023 12:43,,315-328,,1,42.0,,Energy Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Alternative Energy Sources Q42; Economic Development: Agriculture; Electric Utilities L94; Energy; Environment; Natural Resources; Other Primary Products O13; Energy: Government Policy Q48; Industry Studies: Utilities and Transportation: Government Policy L98; Climate; Global Warming Q54; Natural Disasters and Their Management; Environmental Economics: Government Policy Q58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,108
37,NABWDAWY,journalArticle,2016,"Ang, B. W.; Goh, Tian","Carbon Intensity of Electricity in ASEAN: Drivers, Performance and Outlook",Energy Policy,,3014215,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1631645&site=ehost-live,"The Association of Southeast Asian Nations (ASEAN), with its ten member countries, has a total population exceeding 600 million. Its energy-related CO_{2} emissions have been growing and in 2013 amounted to 3.6% of total global emissions. About 40% of ASEAN's energy-related CO_{2} emissions are currently attributable to electricity production. In view of this high share, we study the CO_{2} emissions of ASEAN's electricity production sector with a focus on the aggregate emission intensity (ACI) given by the level of CO_{2} emissions for each unit of electricity produced. Drivers of ACI are analysed for individual countries and spatial analysis is conducted by comparing factors contributing to differences between the ACIs of individual countries and that of the ASEAN average. Arising from these analyses and in light of the current developments, it is concluded that drastic actions need to be taken both at the national and regional levels in order to reduce growth in the region's electricity-related CO_{2} emissions. Two key policy issues, namely overcoming national circumstances to improve electricity generation mix and improving power generation efficiency, are further discussed.",2016-11,1/25/2023 12:36,1/25/2023 12:36,,170-179,,,98.0,,Energy Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Economic Development: Agriculture; Electric Utilities L94; Energy; Environment; Natural Resources; Other Primary Products O13; Energy: Demand and Supply; Energy: Government Policy Q48; Prices Q41; Industry Studies: Utilities and Transportation: Government Policy L98; Climate; Global Warming Q54; Natural Disasters and Their Management; Environmental Economics: Government Policy Q58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,109
112,MFJE4FLF,journalArticle,2022,"Cicala, Steve",Imperfect Markets versus Imperfect Regulation in US Electricity Generation,American Economic Review,,28282,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1938682&site=ehost-live,"This paper evaluates changes in electricity generation costs caused by the introduction of market mechanisms to determine production in the United States. I use the staggered transition to markets from 1999 to 2012 to estimate the causal impact of liberalization using a differences-in-difference design on a comprehensive hourly panel of electricity demand, generators' costs, capacities, and output. I find that markets reduce production costs by 5 percent by reallocating production: gains from trade across service areas increase by 55 percent based on a 25 percent increase in traded electricity, and costs from using uneconomical units fall 16 percent.",2022-02,1/25/2023 12:31,1/25/2023 12:31,,409-441,,2,112.0,,American Economic Review,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Electric Utilities L94; Energy: Demand and Supply; Energy: Government Policy Q48; Prices Q41; Industry Studies: Utilities and Transportation: Government Policy L98; Economics of Regulation L51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,110
162,YRDYYIYQ,journalArticle,2014,"Woo, C. K.; Ho, T.; Shiu, A.; Cheng, Y. S.; Horowitz, I.; Wang, J.",Residential Outage Cost Estimation: Hong Kong,Energy Policy,,3014215,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1447009&site=ehost-live,"Hong Kong has almost perfect electricity reliability, the result of substantial investments ultimately financed by electricity consumers who may be willing to accept lower reliability in exchange for lower bills. But consumers with high outage costs are likely to reject the reliability reduction. Our ordered-logit regression analysis of the responses by 1,876 households to a telephone survey conducted in June 2013 indicates that Hong Kong residents exhibit a statistically-significant preference for their existing service reliability and rate. Moreover, the average residential cost estimate for a 1-h outage is US$45 (HK$350), topping the estimates reported in 10 of the 11 studies published in the last 10 years. The policy implication is that absent additional compelling evidence, Hong Kong should not reduce its service reliability.",2014-09,1/25/2023 12:40,1/25/2023 12:40,,204-210,,,72.0,,Energy Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Electric Utilities L94; Energy: Demand and Supply; Prices Q41; Industry Studies: Utilities and Transportation: Government Policy L98; Consumer Economics: Empirical Analysis D12; Capacity G31; Capital Budgeting; Fixed Investment and Inventory Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,111
